Group,AA,GLY,OXO,SUL,TAU,tetra,UNC
Urine_NGS093_FragPos.mzML_1,0,0,0,0,0,0,0
M.443.mzML_1,0,0,0,0,0,0,0
Urine_NGS056_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_96_Top10_posneg.mzML_1,0,0,0,0,0,0,0
M.555.mzML_1,0,0,0,0,0,0,0
M.444.mzML_1,0,0,0,0,0,0,5626008
Urine_NGS022_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NH018_JJK_Ur.mzML_1,0,12616166,0,0,0,0,1352112
Urine_StrokeDrugs_09_T10_NEG.mzML_1,0,0,0,0,0,0,0
M.0013.mzML_1,0,0,0,0,0,0,0
Urine_05_Top10_posneg.mzML_1,0,0,0,0,0,0,0
X11129_OT1D021_JJK_Ur.mzML_1,0,11184505,0,0,0,0,17428880
Urine_NGS140_FragPos.mzML_1,0,0,0,0,0,0,0
M.461.mzML_1,0,0,0,0,0,0,0
Urine_NGS003_FragPos.mzML_1,0,0,0,0,0,0,0
X504.mzML_1,0,0,0,0,0,0,0
X11129_NT1D005_JJK_Ur.mzML_1,0,21327192,0,0,0,0,17651850
X184.mzML_1,0,10648050,0,0,0,0,0
X11129_OT1D023_JJK_Ur.mzML_1,0,12461124,0,0,0,0,4490444
Urine_25_Top10_posneg.mzML_1,0,0,0,0,0,0,0
Urine_NGS127_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS111_FragPos.mzML_1,0,0,0,0,0,0,0
M.234.mzML_1,0,0,0,0,0,0,0
X11129_NT1D008_JJK_Ur.mzML_1,0,38253930,0,0,0,0,3026238
Urine_NGS050_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS014_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS083_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS065_FragPos.mzML_1,0,0,0,0,0,0,0
M.427.mzML_1,0,0,0,0,0,0,0
Urine_NGS134_FragPos.mzML_1,0,0,0,0,0,0,0
X152.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_72_T10_NEG.mzML_1,0,0,0,0,0,0,0
Urine_NGS107_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_73_Top10_posneg.mzML_1,0,0,0,0,0,0,0
X11129_OH006_JJK_Ur.mzML_1,0,11651134,0,0,0,0,14304954
Urine_NGS137_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_49_T10_POS.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_08_T10_POS.mzML_1,0,0,0,0,0,0,0
M.0029.mzML_1,0,0,0,0,0,0,0
X584.mzML_1,0,2415400,0,0,0,0,0
X11129_NT1D025_JJK_Ur.mzML_1,0,18962648,0,0,0,0,10733100
X11129_NT1D014_JJK_Ur.mzML_1,0,15548884,0,0,0,0,14973748
Urine_StrokeDrugs_97_T10_POS.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_17_T10_POS.mzML_1,0,0,0,0,0,0,0
Urine_NGS069_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_OH021_JJK_Ur.mzML_1,0,31431440,0,0,20989900,0,22983940
X11129_NT1D023_JJK_Ur.mzML_1,0,17206470,0,0,0,0,3337960
X11129_NT1D018_JJK_Ur.mzML_1,0,12446376,0,0,0,0,21658680
Urine_64_Top10_posneg.mzML_1,0,0,0,0,0,0,0
X872.mzML_1,0,0,0,0,0,0,0
M.619.mzML_1,0,0,0,0,0,0,0
M.653.mzML_1,0,0,0,0,0,0,0
X696.mzML_1,0,0,0,0,0,0,0
Urine_NGS021_FragPos.mzML_1,0,0,0,0,0,0,0
X552.mzML_1,0,0,0,0,0,0,0
Urine_NGS106_FragPos.mzML_1,0,0,0,0,0,0,0
M.0170.mzML_1,0,0,0,0,0,0,0
X490.mzML_1,0,0,0,0,0,0,0
Urine_NGS092_FragPos.mzML_1,0,0,0,0,0,0,0
M.202.mzML_1,0,0,0,0,0,0,0
M.349.mzML_1,0,0,0,0,0,0,0
X11129_OH019_JJK_Ur.mzML_1,0,9765779,0,0,0,0,51561528
Urine_NGS091_FragPos.mzML_1,0,0,0,0,0,0,0
M.669.mzML_1,0,0,0,0,0,0,0
Urine_NGS072_FragPos.mzML_1,0,1660130,0,0,0,0,0
Urine_NGS009_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_OH008_JJK_Ur.mzML_1,0,25454931,0,0,0,0,7208436
Urine_NGS049_FragPos.mzML_1,0,0,0,0,0,0,0
M.379.mzML_1,0,0,0,0,0,0,0
X11129_OT1D006_JJK_Ur.mzML_1,0,23302867,0,0,0,0,4408300
X488.mzML_1,0,0,0,0,0,0,0
X11129_NT1D021_JJK_Ur.mzML_1,0,25337071,0,0,0,0,3664060
Urine_NGS017_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS086_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_32_T10_POS.mzML_1,0,0,0,0,0,0,0
M.475.mzML_1,0,0,0,0,0,0,0
X632.mzML_1,0,0,0,0,0,0,0
X186.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_51_T10_NEG.mzML_1,0,0,0,0,0,0,0
X11129_NH024_JJK_Ur.mzML_1,0,8954467,0,0,0,0,49435538
Urine_NGS039_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS141_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS119_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NH023_JJK_Ur.mzML_1,0,13785714,0,0,0,0,22445340
Urine_67_Top10_posneg.mzML_1,0,0,0,0,0,0,0
X11129_OT1D002_JJK_Ur.mzML_1,0,14859965,0,0,0,0,5225528
Urine_NGS124_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NH007_JJK_Ur.mzML_1,0,10173345,0,0,0,0,41138420
X11129_OT1D013_JJK_Ur.mzML_1,0,15933538,0,0,0,0,67910770
X11129_NT1D029_JJK_Ur.mzML_1,0,4982656,0,0,0,0,66982560
Urine_NGS036_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NT1D004_JJK_Ur.mzML_1,0,12991230,0,0,0,0,3215400
Urine_60_Top10_posneg.mzML_1,0,0,0,0,0,0,0
X11129_OH024_JJK_Ur.mzML_1,0,24449050,0,0,0,0,16273720
X506.mzML_1,0,0,0,0,0,0,0
Urine_NGS123_FragPos.mzML_1,0,0,0,0,0,0,0
X136.mzML_1,0,0,0,0,0,0,0
Urine_NGS144_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS035_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS052_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_49_T10_NEG.mzML_1,0,0,0,0,0,0,0
Urine_NGS002_FragPos.mzML_1,0,0,0,0,0,0,0
M.0027.mzML_1,0,0,0,0,0,0,0
X11129_NH009_JJK_Ur.mzML_1,0,6778922,0,0,0,0,10368340
Urine_NGS099_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NT1D009_JJK_Ur.mzML_1,0,2708429,0,0,0,0,29598316
X11129_OT1D019_JJK_Ur.mzML_1,0,12235085,0,0,0,0,41341053
Urine_NGS112_FragPos.mzML_1,0,0,0,0,0,0,0
X874.mzML_1,0,0,0,0,0,0,0
X11129_OT1D015_JJK_Ur.mzML_1,0,8506470,0,0,0,0,18602280
Urine_StrokeDrugs_09_T10_POS.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_32_T10_NEG.mzML_1,0,0,0,0,0,0,0
X456.mzML_1,0,0,0,0,0,0,0
M.667.mzML_1,0,0,0,0,0,0,0
M.365.mzML_1,0,0,0,0,0,0,0
Urine_NGS142_FragPos.mzML_1,0,0,0,0,0,0,0
X138.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_51_T10_POS.mzML_1,0,0,0,0,0,0,0
Urine_91_Top10_posneg.mzML_1,0,0,0,0,0,0,0
Urine_NGS108_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS138_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NT1D011_JJK_Ur.mzML_1,0,14263828,0,0,1370655,0,9319502
X11129_NT1D032_JJK_Ur.mzML_1,0,27401531,0,0,0,0,4344492
X634.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_72_T10_POS.mzML_1,0,0,0,0,0,0,0
X11129_OH007_JJK_Ur.mzML_1,0,48691898,0,0,0,0,8989560
X120.mzML_1,0,0,0,0,0,0,0
M.637.mzML_1,0,0,0,0,0,0,0
X11129_OH020_JJK_Ur.mzML_1,0,22963665,0,0,0,0,2221880
M.220.mzML_1,0,0,0,0,0,0,0
X458.mzML_1,0,0,0,0,0,0,0
M.381.mzML_1,0,0,0,0,0,0,0
X11129_OH002_JJK_Ur.mzML_1,0,27064339,0,0,0,0,17231680
Urine_StrokeDrugs_54_T10_POS.mzML_1,0,0,0,0,0,0,0
X11129_NH006_JJK_Ur.mzML_1,0,31090308,0,0,0,0,10425140
M.459.mzML_1,0,0,0,0,0,0,0
X520.mzML_1,0,961625,0,0,0,0,0
X938.mzML_1,0,0,0,0,0,0,0
X11129_OT1D004_JJK_Ur.mzML_1,0,18665057,0,0,0,0,7395680
Urine_StrokeDrugs_17_T10_NEG.mzML_1,0,0,0,0,0,0,0
M.218.mzML_1,0,0,0,0,0,0,0
M.651.mzML_1,0,401037,0,0,0,0,0
X11129_NH008_JJK_Ur.mzML_1,0,27918366,0,0,0,0,19519760
X11129_NH010_JJK_Ur.mzML_1,0,27439186,0,0,0,0,55730640
Urine_NGS066_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NH016_JJK_Ur.mzML_1,0,15113812,0,0,0,0,37404140
Urine_StrokeDrugs_08_T10_NEG.mzML_1,0,0,0,0,0,0,0
Urine_NGS113_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS064_FragPos.mzML_1,0,0,0,0,0,0,0
X698.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_97_T10_NEG.mzML_1,0,0,0,0,0,0,0
Urine_NGS076_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS139_FragPos.mzML_1,0,0,0,0,0,0,0
M.298.mzML_1,0,1380990,0,0,0,0,6486140
Urine_44_Top10_posneg.mzML_1,0,0,0,0,0,0,0
M.0011.mzML_1,0,0,0,0,0,0,0
X11129_OT1D020_JJK_Ur.mzML_1,0,10612044,0,0,0,0,7365060
Urine_NGS067_FragPos.mzML_1,0,0,0,0,0,0,0
