Group,AA,GLY,OXO,SUL,TAU,tetra,UNC
Urine_37_Top10_posneg.mzML_1,0,0,0,0,0,0,0
Urine_NGS019_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_18_T10_POS.mzML_1,0,0,0,0,0,0,0
Urine_NGS126_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS030_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_OH018_JJK_Ur.mzML_1,0,15393667,0,0,0,0,8428820
X11129_NT1D015_JJK_Ur.mzML_1,0,28065411,0,0,1726710,0,459488
Urine_NGS079_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_18_T10_NEG.mzML_1,0,0,0,0,0,0,0
X11129_NT1D017_JJK_Ur.mzML_1,0,62603066,0,0,0,0,10503900
Urine_84_Top10_posneg.mzML_1,0,0,0,0,0,0,0
X11129_OH011_JJK_Ur.mzML_1,0,3303360,0,0,0,0,10018138
X11129_NH030_JJK_Ur.mzML_1,0,2877512,0,0,0,0,20079560
X11129_NH029_JJK_Ur.mzML_1,0,6172468,0,0,0,0,16456140
Urine_NGS016_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NH012_JJK_Ur.mzML_1,0,7743527,0,0,0,0,11828520
Urine_NGS081_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_95_Top10_posneg.mzML_1,0,0,0,0,0,0,0
Urine_90_Top10_posneg.mzML_1,0,0,0,0,0,0,0
X11129_NT1D003_JJK_Ur.mzML_1,0,14425483,0,0,0,0,9789560
Urine_StrokeDrugs_58_T10_NEG.mzML_1,0,0,0,0,0,0,0
X11129_NH026_JJK_Ur.mzML_1,0,24990535,0,0,0,0,62473320
Urine_StrokeDrugs_02_T10_NEG.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_53_T10_POS.mzML_1,0,0,0,0,0,0,0
Urine_NGS037_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_76_Top10_posneg.mzML_1,0,0,0,0,0,0,0
X11129_OT1D014_JJK_Ur.mzML_1,0,15420780,0,0,0,0,4087056
Urine_StrokeDrugs_80_T10_NEG.mzML_1,0,0,0,0,0,0,0
X11129_NH002_JJK_Ur.mzML_1,0,3286281,0,0,0,0,3224638
Urine_NGS098_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS071_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NT1D016_JJK_Ur.mzML_1,0,14354862,0,0,0,0,10419820
X11129_OT1D009_JJK_Ur.mzML_1,0,5694350,0,0,0,0,20022400
Urine_NGS074_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_28_T10_NEG.mzML_1,0,0,0,0,0,0,0
X11129_NH028_JJK_Ur.mzML_1,0,21402388,0,0,0,0,4436862
X11129_NH001_JJK_Ur.mzML_1,0,32135532,0,0,556947,0,760490
Urine_NGS046_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_NT1D019_JJK_Ur.mzML_1,0,461216,0,0,0,0,28323040
X11129_OH010_JJK_Ur.mzML_1,0,12056741,0,0,0,0,14931900
X11129_NT1D028_JJK_Ur.mzML_1,0,20191420,0,0,0,0,5818940
X11129_OT1D024_JJK_Ur.mzML_1,0,17189043,0,0,3682800,0,8300600
Urine_NGS031_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS059_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_57_T10_POS.mzML_1,0,0,0,0,0,0,0
X11129_OT1D016_JJK_Ur.mzML_1,0,14628434,0,0,0,0,5364088
Urine_NGS133_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_StrokeDrugs_38_T10_NEG.mzML_1,0,0,0,0,0,0,0
X11129_NH015_JJK_Ur.mzML_1,0,8368168,0,0,0,0,31266000
Urine_NGS077_FragPos.mzML_1,0,0,0,0,0,0,0
Urine_NGS114_FragPos.mzML_1,0,0,0,0,0,0,0
X11129_OH016_JJK_Ur.mzML_1,0,9377536,0,0,352716,0,2634298
X11129_NT1D033_JJK_Ur.mzML_1,0,7875921,0,0,0,0,50115880
X11129_NH021_JJK_Ur.mzML_1,0,8058970,0,0,0,0,25465900
X11129_NH033_JJK_Ur.mzML_1,0,15160217,0,0,0,0,32854240
Urine_NGS013_FragPos.mzML_1,0,0,0,0,0,0,0
